repair_id,parent_candidate_id,workflow_state,repair_decision,review_status,review_version,before_sha256,after_sha256,source_commit
fb_001_tuesday_repair,forest_bird_branch_001|dss_global,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,9a1af8895ee9fcb68f5f0768b9e6c0282a31a7bf3ca617dfc0a32a5236a631d7,a943c04eee778438d70468bbaa5533faa55ff4c72b426b0c6e71cb3f6e33f85b,b1e19c1
fb_002_tuesday_repair,robot_warehouse_pick_001|dss_global,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,0c3104de35bd3a63d69fcadaa59dca3bdbb007fcbffe3663be52f8ebaceea30d,ee86e7336556491776f67ec3c79fb715ced9cf194dfabc33ec00103859de1f21,b1e19c1
fb_003_tuesday_repair,robot_warehouse_pick_001|dss_event_timeline,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,3b536b36b0cb67d930076eb103f029065649a4988a1c9fc9ddc76b220943f3f5,4b5e7e2118972b8c800340bf1ccb61e2bd85e19549ad477c806515b13a228438,b1e19c1
fb_006_tuesday_repair,kitchen_chop_sizzle_001|naive_rich,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,951c7cbafd1cb10ddabdf0fbb3fe43409909cc45bf82c2bd16cf55a22ae5284e,65786473598076b752b319930eb261f27e2b79dfbdfe7da1acfe3fe41289103d,b1e19c1
fb_007_tuesday_repair,kitchen_chop_sizzle_001|naive,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,6866aa239e29a8799890e4699d91b7017fed86ac88ead373eacc822981356bb2,5b222294d3d882aef051e4eebc7eb88cac5b2c8dd92c61ecb10b45d902b5525a,b1e19c1
fb_009_tuesday_repair,glass_drop_room_001|naive,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,e16780d42b3e2121962ed1772c830ebb248c66defbf96637299b4c1da23186e5,3ca9e8078c88fda925b71a5ea40c29b940f23c8ee0b4165764ad43b964feb6b9,b1e19c1
fb_010_tuesday_repair,glass_drop_room_001|dss_global,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,a9bd6f330ebf58f17c51ca3659f52b8d879a93323a526ea0c091fd9dc009c8d4,2eb7189de4d66bf9d00ff5183964ddb3b2de62804409729211f0480eb2c97a09,b1e19c1
fb_011_tuesday_repair,glass_drop_room_001|naive_rich,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,5fd797bf4808436695c462196ea37b85aad353bf8f8ff7c77af2e734b6d184fb,c77601bbb93bc716e5ded6d90cbd931e30143de666d509502d92de2a1bcbdb41,b1e19c1
fb_012_tuesday_repair,forest_bird_branch_001|dss_event_timeline,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,37c1f874cd437794ad6435bd482af6d6438cc9cf57213c1d244f00980dbd5835,67c9f436b13d3375a9e3c8a5a5b1fbe7eb563ebdd2ed3fee19465831470c217f,b1e19c1
hn_001_tuesday_repair,street_rain_crosswalk_001|naive,REVIEW_PENDING,MANUAL_REVIEW,PENDING,0,0130f473de0abbe6a352b09c74516cfd39122431ba6f1d83ba7ebbcf6a1c3f55,42dd9cedb2a6a6c141b19ba89ee5fdc34091e6661d5b01db3b92f9af31d3ce82,b1e19c1
